2025-10-16 19:39:53,957 | [2025-10-16 19:39:53.243] Text: Incredible performances by the | Result: positive | Q:False | Latency: 712.39ms
2025-10-16 19:40:09,216 | [2025-10-16 19:40:08.644] Text: Cringe-worthy dialogue and woo | Result: negative | Q:False | Latency: 571.35ms
2025-10-16 19:40:09,294 | [2025-10-16 19:40:08.641] Text: A moving story told with hones | Result: positive | Q:False | Latency: 652.78ms
2025-10-16 19:40:09,365 | [2025-10-16 19:40:08.642] Text: A flawed but fascinating film  | Result: positive | Q:False | Latency: 721.97ms
2025-10-16 19:40:09,444 | [2025-10-16 19:40:08.642] Text: Loved it! The chemistry betwee | Result: positive | Q:False | Latency: 802.10ms
2025-10-16 19:40:09,526 | [2025-10-16 19:40:08.643] Text: The acting was strong, but the | Result: negative | Q:False | Latency: 882.77ms
2025-10-16 19:40:09,606 | [2025-10-16 19:40:08.645] Text: Good ideas, but the execution  | Result: negative | Q:False | Latency: 960.86ms
2025-10-16 19:40:09,671 | [2025-10-16 19:40:08.643] Text: A flawed but fascinating film  | Result: positive | Q:False | Latency: 1027.69ms
2025-10-16 19:40:09,723 | [2025-10-16 19:40:08.644] Text: The twists were brilliant! I d | Result: positive | Q:False | Latency: 1078.59ms
2025-10-16 19:40:09,853 | [2025-10-16 19:40:08.641] Text: Terrible script. Not even the  | Result: negative | Q:False | Latency: 1210.82ms
2025-10-16 19:40:09,911 | [2025-10-16 19:40:08.644] Text: The movie tried too hard to be | Result: negative | Q:False | Latency: 1266.74ms
2025-10-16 19:40:09,966 | [2025-10-16 19:40:08.645] Text: One of the worst films I’ve se | Result: negative | Q:False | Latency: 1319.51ms
2025-10-16 19:40:10,010 | [2025-10-16 19:40:08.642] Text: Beautiful cinematography but z | Result: positive | Q:False | Latency: 1368.22ms
2025-10-16 19:40:10,062 | [2025-10-16 19:40:08.646] Text: Heartwarming and funny. Remind | Result: positive | Q:False | Latency: 1416.16ms
2025-10-16 19:40:10,122 | [2025-10-16 19:40:08.643] Text: Loud, messy, and overlong. I c | Result: negative | Q:False | Latency: 1477.97ms
2025-10-16 19:40:10,177 | [2025-10-16 19:40:08.648] Text: One of the worst films I’ve se | Result: negative | Q:False | Latency: 1529.15ms
2025-10-16 19:40:10,232 | [2025-10-16 19:40:08.646] Text: Pretty boring, I fell asleep h | Result: negative | Q:False | Latency: 1584.96ms
2025-10-16 19:40:10,282 | [2025-10-16 19:40:08.654] Text: Heartwarming and funny. Remind | Result: positive | Q:False | Latency: 1627.79ms
2025-10-16 19:40:10,346 | [2025-10-16 19:40:08.654] Text: A moving story told with hones | Result: positive | Q:False | Latency: 1692.02ms
2025-10-16 19:40:10,416 | [2025-10-16 19:40:08.648] Text: Good ideas, but the execution  | Result: negative | Q:False | Latency: 1768.04ms
2025-10-16 19:40:10,484 | [2025-10-16 19:40:08.653] Text: Terrible script. Not even the  | Result: negative | Q:False | Latency: 1829.73ms
2025-10-16 19:40:10,551 | [2025-10-16 19:40:08.647] Text: A flawed but fascinating film  | Result: positive | Q:False | Latency: 1904.42ms
2025-10-16 19:40:10,626 | [2025-10-16 19:40:08.646] Text: Poorly edited and badly paced. | Result: negative | Q:False | Latency: 1980.18ms
2025-10-16 19:40:10,689 | [2025-10-16 19:40:08.646] Text: Poorly edited and badly paced. | Result: negative | Q:False | Latency: 2042.79ms
2025-10-16 19:40:10,753 | [2025-10-16 19:40:08.649] Text: Loved it! The chemistry betwee | Result: positive | Q:False | Latency: 2103.22ms
2025-10-16 19:40:10,891 | [2025-10-16 19:40:08.647] Text: A surprisingly emotional journ | Result: positive | Q:False | Latency: 2243.63ms
2025-10-16 19:40:10,969 | [2025-10-16 19:40:08.650] Text: Short, sweet, and hilarious. P | Result: positive | Q:False | Latency: 2318.91ms
2025-10-16 19:40:11,018 | [2025-10-16 19:40:08.650] Text: Honestly, I don’t get the hype | Result: positive | Q:False | Latency: 2367.39ms
2025-10-16 19:40:11,096 | [2025-10-16 19:40:08.647] Text: A moving story told with hones | Result: positive | Q:False | Latency: 2448.62ms
2025-10-16 19:40:11,176 | [2025-10-16 19:40:08.649] Text: The acting was strong, but the | Result: negative | Q:False | Latency: 2526.65ms
2025-10-16 19:40:11,245 | [2025-10-16 19:40:08.644] Text: The acting was strong, but the | Result: negative | Q:False | Latency: 2599.93ms
2025-10-16 19:40:11,307 | [2025-10-16 19:40:08.646] Text: A surprisingly emotional journ | Result: positive | Q:False | Latency: 2660.20ms
2025-10-16 19:40:11,379 | [2025-10-16 19:40:08.649] Text: Great soundtrack, mediocre sto | Result: positive | Q:False | Latency: 2729.60ms
2025-10-16 19:40:11,444 | [2025-10-16 19:40:08.647] Text: Poorly edited and badly paced. | Result: negative | Q:False | Latency: 2796.74ms
2025-10-16 19:40:11,494 | [2025-10-16 19:40:08.652] Text: Unexpectedly good! I went in w | Result: positive | Q:False | Latency: 2840.61ms
2025-10-16 19:40:11,552 | [2025-10-16 19:40:08.651] Text: Incredible performances by the | Result: positive | Q:False | Latency: 2900.55ms
2025-10-16 19:40:11,605 | [2025-10-16 19:40:08.650] Text: Loud, messy, and overlong. I c | Result: negative | Q:False | Latency: 2953.78ms
2025-10-16 19:40:11,659 | [2025-10-16 19:40:08.651] Text: The humor was forced, and most | Result: negative | Q:False | Latency: 3007.52ms
2025-10-16 19:40:11,708 | [2025-10-16 19:40:08.652] Text: A complete mess from start to  | Result: negative | Q:False | Latency: 3055.53ms
2025-10-16 19:40:11,777 | [2025-10-16 19:40:08.651] Text: Short, sweet, and hilarious. P | Result: positive | Q:False | Latency: 3124.96ms
2025-10-16 19:40:11,828 | [2025-10-16 19:40:08.651] Text: Heartwarming and funny. Remind | Result: positive | Q:False | Latency: 3175.65ms
2025-10-16 19:40:11,895 | [2025-10-16 19:40:08.651] Text: Visually stunning, with music  | Result: positive | Q:False | Latency: 3242.66ms
2025-10-16 19:40:11,956 | [2025-10-16 19:40:08.652] Text: A surprisingly emotional journ | Result: positive | Q:False | Latency: 3303.55ms
2025-10-16 19:40:12,013 | [2025-10-16 19:40:08.652] Text: Predictable ending but still e | Result: positive | Q:False | Latency: 3360.38ms
2025-10-16 19:40:12,063 | [2025-10-16 19:40:08.651] Text: Beautiful cinematography but z | Result: positive | Q:False | Latency: 3411.27ms
2025-10-16 19:40:12,128 | [2025-10-16 19:40:08.652] Text: Great soundtrack, mediocre sto | Result: positive | Q:False | Latency: 3474.96ms
2025-10-16 19:40:12,180 | [2025-10-16 19:40:08.653] Text: The director’s best work yet — | Result: positive | Q:False | Latency: 3526.25ms
2025-10-16 19:40:12,231 | [2025-10-16 19:40:08.653] Text: Unexpectedly good! I went in w | Result: positive | Q:False | Latency: 3577.75ms
2025-10-16 19:40:12,277 | [2025-10-16 19:40:08.653] Text: The humor was forced, and most | Result: negative | Q:False | Latency: 3622.62ms
2025-10-16 19:40:12,332 | [2025-10-16 19:40:08.654] Text: Cringe-worthy dialogue and woo | Result: negative | Q:False | Latency: 3677.37ms
2025-10-16 19:40:12,387 | [2025-10-16 19:40:08.655] Text: Honestly, I don’t get the hype | Result: positive | Q:False | Latency: 3731.42ms
2025-10-16 19:40:12,442 | [2025-10-16 19:40:08.655] Text: Incredible performances by the | Result: positive | Q:False | Latency: 3786.86ms
2025-10-16 19:40:12,505 | [2025-10-16 19:40:08.653] Text: An absolute masterpiece. Every | Result: positive | Q:False | Latency: 3851.78ms
2025-10-16 19:40:12,555 | [2025-10-16 19:40:08.655] Text: The twists were brilliant! I d | Result: positive | Q:False | Latency: 3899.85ms
2025-10-16 19:40:12,610 | [2025-10-16 19:40:08.651] Text: Heartwarming and funny. Remind | Result: positive | Q:False | Latency: 3958.38ms
2025-10-16 19:40:12,677 | [2025-10-16 19:40:08.656] Text: Cringe-worthy dialogue and woo | Result: negative | Q:False | Latency: 4020.71ms
2025-10-16 19:40:12,727 | [2025-10-16 19:40:08.662] Text: The twists were brilliant! I d | Result: positive | Q:False | Latency: 4064.25ms
2025-10-16 19:40:12,779 | [2025-10-16 19:40:08.664] Text: It’s okay — not great, not ter | Result: negative | Q:False | Latency: 4114.23ms
2025-10-16 19:40:12,840 | [2025-10-16 19:40:08.664] Text: Predictable ending but still e | Result: positive | Q:False | Latency: 4174.65ms
2025-10-16 19:40:12,894 | [2025-10-16 19:40:08.663] Text: Incredible performances by the | Result: positive | Q:False | Latency: 4230.57ms
2025-10-16 19:40:12,954 | [2025-10-16 19:40:08.658] Text: Short, sweet, and hilarious. P | Result: positive | Q:False | Latency: 4295.62ms
2025-10-16 19:40:13,018 | [2025-10-16 19:40:08.659] Text: Cringe-worthy dialogue and woo | Result: negative | Q:False | Latency: 4358.10ms
2025-10-16 19:40:13,078 | [2025-10-16 19:40:08.657] Text: Poorly edited and badly paced. | Result: negative | Q:False | Latency: 4420.60ms
2025-10-16 19:40:13,130 | [2025-10-16 19:40:08.658] Text: Loud, messy, and overlong. I c | Result: negative | Q:False | Latency: 4470.91ms
2025-10-16 19:40:13,196 | [2025-10-16 19:40:08.656] Text: The acting was strong, but the | Result: negative | Q:False | Latency: 4539.27ms
2025-10-16 19:40:13,259 | [2025-10-16 19:40:08.670] Text: A solid film with great charac | Result: positive | Q:False | Latency: 4588.40ms
2025-10-16 19:40:13,324 | [2025-10-16 19:40:08.659] Text: Good ideas, but the execution  | Result: negative | Q:False | Latency: 4665.13ms
2025-10-16 19:40:13,390 | [2025-10-16 19:40:08.668] Text: Great soundtrack, mediocre sto | Result: positive | Q:False | Latency: 4720.85ms
2025-10-16 19:40:13,456 | [2025-10-16 19:40:08.659] Text: A flawed but fascinating film  | Result: positive | Q:False | Latency: 4795.53ms
2025-10-16 19:40:13,515 | [2025-10-16 19:40:08.667] Text: Incredible performances by the | Result: positive | Q:False | Latency: 4847.44ms
2025-10-16 19:40:13,583 | [2025-10-16 19:40:08.657] Text: A moving story told with hones | Result: positive | Q:False | Latency: 4926.23ms
2025-10-16 19:40:13,652 | [2025-10-16 19:40:08.661] Text: Loved it! The chemistry betwee | Result: positive | Q:False | Latency: 4989.70ms
2025-10-16 19:40:13,718 | [2025-10-16 19:40:08.660] Text: Great soundtrack, mediocre sto | Result: positive | Q:False | Latency: 5057.02ms
2025-10-16 19:40:13,784 | [2025-10-16 19:40:08.683] Text: A flawed but fascinating film  | Result: positive | Q:False | Latency: 5100.74ms
2025-10-16 19:40:13,846 | [2025-10-16 19:40:08.683] Text: Great soundtrack, mediocre sto | Result: positive | Q:False | Latency: 5162.16ms
2025-10-16 19:40:13,899 | [2025-10-16 19:40:08.682] Text: Beautiful cinematography but z | Result: positive | Q:False | Latency: 5216.22ms
2025-10-16 19:40:13,946 | [2025-10-16 19:40:08.670] Text: Unexpectedly good! I went in w | Result: positive | Q:False | Latency: 5275.17ms
2025-10-16 19:40:13,993 | [2025-10-16 19:40:08.675] Text: The movie tried too hard to be | Result: negative | Q:False | Latency: 5317.38ms
2025-10-16 19:40:14,060 | [2025-10-16 19:40:08.679] Text: Great soundtrack, mediocre sto | Result: positive | Q:False | Latency: 5380.74ms
2025-10-16 19:40:14,123 | [2025-10-16 19:40:08.676] Text: Loved it! The chemistry betwee | Result: positive | Q:False | Latency: 5446.57ms
2025-10-16 19:40:14,196 | [2025-10-16 19:40:08.673] Text: Great soundtrack, mediocre sto | Result: positive | Q:False | Latency: 5522.39ms
2025-10-16 19:40:14,243 | [2025-10-16 19:40:08.669] Text: Unexpectedly good! I went in w | Result: positive | Q:False | Latency: 5573.27ms
2025-10-16 19:40:14,306 | [2025-10-16 19:40:08.674] Text: An absolute masterpiece. Every | Result: positive | Q:False | Latency: 5630.95ms
2025-10-16 19:40:14,359 | [2025-10-16 19:40:08.678] Text: The director’s best work yet — | Result: positive | Q:False | Latency: 5680.56ms
2025-10-16 19:40:14,413 | [2025-10-16 19:40:08.672] Text: Pretty boring, I fell asleep h | Result: negative | Q:False | Latency: 5740.52ms
2025-10-16 19:40:14,465 | [2025-10-16 19:40:08.673] Text: The humor was forced, and most | Result: negative | Q:False | Latency: 5791.36ms
2025-10-16 19:40:14,516 | [2025-10-16 19:40:08.681] Text: Unexpectedly good! I went in w | Result: positive | Q:False | Latency: 5833.96ms
2025-10-16 19:40:14,577 | [2025-10-16 19:40:08.671] Text: An absolute masterpiece. Every | Result: positive | Q:False | Latency: 5906.09ms
2025-10-16 19:40:14,631 | [2025-10-16 19:40:08.672] Text: It’s okay — not great, not ter | Result: negative | Q:False | Latency: 5959.07ms
2025-10-16 19:40:14,699 | [2025-10-16 19:40:08.671] Text: Terrible script. Not even the  | Result: negative | Q:False | Latency: 6028.00ms
2025-10-16 19:40:14,749 | [2025-10-16 19:40:08.680] Text: The twists were brilliant! I d | Result: positive | Q:False | Latency: 6068.35ms
2025-10-16 19:40:14,816 | [2025-10-16 19:40:08.674] Text: A solid film with great charac | Result: positive | Q:False | Latency: 6141.27ms
2025-10-16 19:40:14,888 | [2025-10-16 19:40:08.675] Text: Visually stunning, with music  | Result: positive | Q:False | Latency: 6212.73ms
2025-10-16 19:40:14,951 | [2025-10-16 19:40:08.684] Text: The acting was strong, but the | Result: negative | Q:False | Latency: 6266.02ms
2025-10-16 19:40:15,005 | [2025-10-16 19:40:08.685] Text: Predictable ending but still e | Result: positive | Q:False | Latency: 6319.23ms
2025-10-16 19:40:15,070 | [2025-10-16 19:40:08.677] Text: A dull and uninspired remake t | Result: negative | Q:False | Latency: 6392.21ms
2025-10-16 19:40:15,103 | Error: Server disconnected
2025-10-16 19:40:15,103 | Error: Server disconnected
2025-10-16 19:40:15,104 | Error: Server disconnected
2025-10-16 19:40:15,104 | Error: Server disconnected
2025-10-16 19:40:15,104 | Error: Server disconnected
2025-10-16 19:40:15,104 | Error: Server disconnected
2025-10-16 19:40:15,104 | Error: Server disconnected
2025-10-16 19:40:15,104 | Error: Server disconnected
2025-10-16 19:40:15,104 | Error: Server disconnected
2025-10-16 19:40:15,124 | Error: Server disconnected
2025-10-16 19:40:15,177 | Error: Server disconnected
2025-10-16 19:40:15,253 | Error: Server disconnected
2025-10-16 19:40:15,284 | Error: Server disconnected
2025-10-16 19:40:15,347 | Error: Server disconnected
2025-10-16 19:40:15,417 | [2025-10-16 19:40:15.078] Text: Unexpectedly good! I went in w | Result: positive | Q:False | Latency: 339.92ms
2025-10-16 19:40:15,479 | [2025-10-16 19:40:15.078] Text: It’s okay — not great, not ter | Result: negative | Q:False | Latency: 400.99ms
2025-10-16 19:40:15,547 | [2025-10-16 19:40:15.077] Text: Great soundtrack, mediocre sto | Result: positive | Q:False | Latency: 470.25ms
2025-10-16 19:40:15,605 | [2025-10-16 19:40:15.079] Text: Heartwarming and funny. Remind | Result: positive | Q:False | Latency: 526.43ms
2025-10-16 19:40:15,647 | [2025-10-16 19:40:15.079] Text: Unexpectedly good! I went in w | Result: positive | Q:False | Latency: 568.02ms
2025-10-16 19:40:15,719 | [2025-10-16 19:40:15.078] Text: Good ideas, but the execution  | Result: negative | Q:False | Latency: 641.64ms
2025-10-16 19:40:15,773 | [2025-10-16 19:40:15.079] Text: Pretty boring, I fell asleep h | Result: negative | Q:False | Latency: 694.47ms
2025-10-16 19:40:15,824 | [2025-10-16 19:40:15.078] Text: Beautiful cinematography but z | Result: positive | Q:False | Latency: 745.51ms
2025-10-16 19:40:15,887 | [2025-10-16 19:40:15.079] Text: A flawed but fascinating film  | Result: positive | Q:False | Latency: 808.88ms
2025-10-16 19:40:15,957 | [2025-10-16 19:40:15.080] Text: The acting was strong, but the | Result: negative | Q:False | Latency: 877.14ms
2025-10-16 19:40:16,019 | [2025-10-16 19:40:15.081] Text: Short, sweet, and hilarious. P | Result: positive | Q:False | Latency: 939.31ms
2025-10-16 19:40:16,070 | [2025-10-16 19:40:15.079] Text: The director’s best work yet — | Result: positive | Q:False | Latency: 990.33ms
2025-10-16 19:40:16,127 | [2025-10-16 19:40:15.080] Text: Pretty boring, I fell asleep h | Result: negative | Q:False | Latency: 1047.07ms
2025-10-16 19:40:16,176 | [2025-10-16 19:40:15.080] Text: Unexpectedly good! I went in w | Result: positive | Q:False | Latency: 1095.80ms
2025-10-16 19:40:16,248 | [2025-10-16 19:40:15.081] Text: Poorly edited and badly paced. | Result: negative | Q:False | Latency: 1166.83ms
2025-10-16 19:40:16,312 | [2025-10-16 19:40:15.081] Text: A solid film with great charac | Result: positive | Q:False | Latency: 1231.39ms
2025-10-16 19:40:16,363 | [2025-10-16 19:40:15.081] Text: The twists were brilliant! I d | Result: positive | Q:False | Latency: 1283.22ms
2025-10-16 19:40:16,417 | [2025-10-16 19:40:15.080] Text: The twists were brilliant! I d | Result: positive | Q:False | Latency: 1336.21ms
2025-10-16 19:40:16,489 | [2025-10-16 19:40:15.082] Text: Terrible script. Not even the  | Result: negative | Q:False | Latency: 1408.00ms
2025-10-16 19:40:16,553 | [2025-10-16 19:40:15.082] Text: Visually stunning, with music  | Result: positive | Q:False | Latency: 1471.43ms
2025-10-16 19:40:16,624 | [2025-10-16 19:40:15.082] Text: Visually stunning, with music  | Result: positive | Q:False | Latency: 1541.51ms
2025-10-16 19:40:16,678 | [2025-10-16 19:40:15.082] Text: Unexpectedly good! I went in w | Result: positive | Q:False | Latency: 1596.30ms
2025-10-16 19:40:16,730 | [2025-10-16 19:40:15.084] Text: The movie tried too hard to be | Result: negative | Q:False | Latency: 1646.62ms
2025-10-16 19:40:16,795 | [2025-10-16 19:40:15.082] Text: A dull and uninspired remake t | Result: negative | Q:False | Latency: 1713.46ms
